Employment,EdLevel,YearsCode,YearsCodePro,OrgSize,Country,Gender,WorkExp,RemoteWork,Compensation_usd
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,19,"5,000 to 9,999 employees",United States of America,Man,20,Fully remote,119000
"Independent contractor, freelancer, or self-employed",Something else,45,42,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,10,100 to 499 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",142000
"Independent contractor, freelancer, or self-employed;Employed, part-time",Some college/university study without earning a degree,15,7,500 to 999 employees,Germany,Man,7,"Hybrid (some remote, some in-person)",95400
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",13,5,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,5,"Hybrid (some remote, some in-person)",NA
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,20 to 99 employees,Germany,Man,9,Fully remote,NA
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",40,35,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,35,"Hybrid (some remote, some in-person)",71390
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,NA,"10,000 or more employees",United States of America,Woman,1,"Hybrid (some remote, some in-person)",180000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,20,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,20,"Hybrid (some remote, some in-person)",102850
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,24,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,24,"Hybrid (some remote, some in-person)",151250
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,3,"1,000 to 4,999 employees",United States of America,Man,13,Fully remote,93500
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,3,100 to 499 employees,Germany,Man,3,"Hybrid (some remote, some in-person)",63600
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,6,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,6,"Hybrid (some remote, some in-person)",44770
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37,37,"1,000 to 4,999 employees",United States of America,Man,36,Fully remote,125000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,10,"1,000 to 4,999 employees",United States of America,Man,10,"Hybrid (some remote, some in-person)",150490
"Independent contractor, freelancer, or self-employed;Employed, part-time","Associate degree (A.A., A.S., etc.)",12,12,2 to 9 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",8,5,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,8,"Hybrid (some remote, some in-person)",181500
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,1,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,2,"Hybrid (some remote, some in-person)",30250
"Employed, full-time",Some college/university study without earning a degree,3,1,2 to 9 employees,United States of America,Man,2,"Hybrid (some remote, some in-person)",58000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,17,10 to 19 employees,Germany,Prefer not to say,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,21,100 to 499 employees,United States of America,Man,NA,Fully remote,13666
"Employed, full-time",Some college/university study without earning a degree,7,6,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,7,"Hybrid (some remote, some in-person)",84700
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,13,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,20,"Hybrid (some remote, some in-person)",111949.2
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,6,"10,000 or more employees",United States of America,Man,13,Fully remote,135000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,5,"10,000 or more employees",United States of America,Man,6,Fully remote,135000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,7,"5,000 to 9,999 employees",United States of America,Man,10,Fully remote,270000
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,8,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,18,Fully remote,121000
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,NA,21,"10,000 or more employees",United States of America,Man,22,"Hybrid (some remote, some in-person)",1000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,20 to 99 employees,United States of America,Man,4,"Hybrid (some remote, some in-person)",100000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,13,"5,000 to 9,999 employees",United States of America,Man,23,Fully remote,205024
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38,29,20 to 99 employees,United States of America,Man,29,Fully remote,145000
"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D., Ed.D., etc.)",48,38,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Man,NA,Fully remote,200000
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,18,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,0
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,NA,"10,000 or more employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",76000
"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D., Ed.D., etc.)",20,8,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,"Man;Non-binary, genderqueer, or gender non-conforming",NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,3,100 to 499 employees,United States of America,Woman,15,"Hybrid (some remote, some in-person)",130000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,6,"10,000 or more employees",United States of America,Man,6,"Hybrid (some remote, some in-person)",165000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,8,"1,000 to 4,999 employees",United States of America,Man,8,Fully remote,250000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,4,500 to 999 employees,United States of America,Woman,4,Fully remote,152000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3,"10,000 or more employees",United States of America,Man,3,"Hybrid (some remote, some in-person)",86000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,NA,"10,000 or more employees",United States of America,Man,1,Fully remote,81200
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,20 to 99 employees,United States of America,Man,3,"Hybrid (some remote, some in-person)",80000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,1,20 to 99 employees,United States of America,Man,1,"Hybrid (some remote, some in-person)",85000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,21,"10,000 or more employees",United States of America,Woman,NA,Fully remote,101000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,17,20 to 99 employees,United States of America,Woman,17,Fully remote,84000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6,10 to 19 employees,United States of America,Man,12,Fully remote,2000
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,34,34,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Prefer not to say,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,20,"10,000 or more employees",United States of America,Man,23,"Hybrid (some remote, some in-person)",240000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",34,17,20 to 99 employees,United States of America,Man,17,Fully remote,300000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45,39,"10,000 or more employees",United States of America,Man,36,"Hybrid (some remote, some in-person)",750000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,7,2 to 9 employees,United States of America,Man,12,Fully remote,120000
"Employed, full-time",Some college/university study without earning a degree,2,1,"10,000 or more employees",United States of America,Man,2,Fully remote,108000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,20 to 99 employees,United States of America,Man,NA,Fully remote,120000
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,2,10 to 19 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,20,20 to 99 employees,United States of America,Man,25,Fully remote,85000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,NA,100 to 499 employees,United States of America,Man,NA,Fully remote,75000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,2,100 to 499 employees,United States of America,Man,2,"Hybrid (some remote, some in-person)",95000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,10 to 19 employees,United States of America,Man,1,"Hybrid (some remote, some in-person)",120000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,10,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,NA,100 to 499 employees,United States of America,Man,2,"Hybrid (some remote, some in-person)",80000
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,NA,20 to 99 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",43629.600000000006
"Employed, full-time",Some college/university study without earning a degree,23,16,20 to 99 employees,Germany,Man,NA,Fully remote,5618
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",24,4,20 to 99 employees,United States of America,Man,4,Fully remote,210000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,500 to 999 employees,Germany,Man,6,Fully remote,71020
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,2,20 to 99 employees,Germany,Woman,2,"Hybrid (some remote, some in-person)",44520
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,"1,000 to 4,999 employees",Germany,Man,NA,Fully remote,62540
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",16,13,20 to 99 employees,Germany,Man,16,"Hybrid (some remote, some in-person)",74200
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,30,"10,000 or more employees",United States of America,Man,33,Fully remote,200000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,1,"1,000 to 4,999 employees",Germany,Man,4,"Hybrid (some remote, some in-person)",44520
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,"1,000 to 4,999 employees",Germany,Man,17,Fully remote,265000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,14,10 to 19 employees,Germany,Man,14,"Hybrid (some remote, some in-person)",74200
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,5,20 to 99 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",4664
"Employed, full-time",Some college/university study without earning a degree,13,5,20 to 99 employees,Germany,Man,6,"Hybrid (some remote, some in-person)",56180
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,2,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",54060
"Employed, full-time",Some college/university study without earning a degree,17,8,"5,000 to 9,999 employees",Germany,"Man;Non-binary, genderqueer, or gender non-conforming",9,"Hybrid (some remote, some in-person)",7420
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,22,"10,000 or more employees",United States of America,Man,25,Fully remote,140000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",25,21,100 to 499 employees,Germany,Man,21,"Hybrid (some remote, some in-person)",74200
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,3,100 to 499 employees,Germany,Man,3,Fully remote,46640
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,19,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,NA,Fully remote,190800
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,10,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,10,Fully remote,73810
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,10,10,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,18,Fully remote,42350
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,14,"1,000 to 4,999 employees",Germany,Man,14,"Hybrid (some remote, some in-person)",86920
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,3,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,3,Fully remote,48400
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,7,"1,000 to 4,999 employees",Germany,Man,7,"Hybrid (some remote, some in-person)",5724
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,2,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,2,"Hybrid (some remote, some in-person)",48400
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,5,500 to 999 employees,Germany,Man,11,"Hybrid (some remote, some in-person)",50880
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,25,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,25,"Hybrid (some remote, some in-person)",53240
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30,25,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,2 to 9 employees,United States of America,Man,3,"Hybrid (some remote, some in-person)",96000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,12,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,12,Fully remote,102850
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,25,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D., Ed.D., etc.)",38,31,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,NA
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,20,NA,United Kingdom of Great Britain and Northern Ireland,Woman,NA,Fully remote,NA
"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30,20,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,3025
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,3,"10,000 or more employees",Germany,Man,3,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,6,Fully remote,84700
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,15,20 to 99 employees,Germany,Man,NA,Fully remote,63600
"Employed, full-time",Some college/university study without earning a degree,30,25,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",106000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",39,30,20 to 99 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,8,100 to 499 employees,Germany,Man,8,"Hybrid (some remote, some in-person)",4876
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,17,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,16,"Hybrid (some remote, some in-person)",64130
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",22,5,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Prefer not to say,5,Fully remote,68970
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,30,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6,20 to 99 employees,Germany,Prefer not to say,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time",Something else,38,36,"5,000 to 9,999 employees",Germany,Man,42,"Hybrid (some remote, some in-person)",76320
"Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,26,2 to 9 employees,Germany,Man,28,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,2,500 to 999 employees,Germany,Man,2,"Hybrid (some remote, some in-person)",56180
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,4,100 to 499 employees,Germany,Man,7,"Hybrid (some remote, some in-person)",47700
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,12,100 to 499 employees,Germany,Man,14,"Hybrid (some remote, some in-person)",NA
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41,32,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,20,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,NA,NA,Fully remote,121000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30,27,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",72080
"Employed, full-time",Some college/university study without earning a degree,41,37,2 to 9 employees,Germany,Man,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,3,20 to 99 employees,Germany,Man,3,"Hybrid (some remote, some in-person)",63600
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,8,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,108900
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,21,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,44770
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,NA,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",23401.399999999998
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,20 to 99 employees,Germany,Man,3,"Hybrid (some remote, some in-person)",5830
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,22,2 to 9 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",6890
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35,30,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,NA
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,28,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,NA,Fully remote,84800
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,34,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,NA,Fully remote,212000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,20,2 to 9 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time",Some college/university study without earning a degree,26,24,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",72600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,25,2 to 9 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"5,000 to 9,999 employees",Germany,Man,15,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,14,20 to 99 employees,Germany,Man,15,"Hybrid (some remote, some in-person)",5300
"Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,20,2 to 9 employees,Germany,Man,20,Fully remote,25440
"Employed, full-time",Some college/university study without earning a degree,33,20,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,72600
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,4,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,4,Fully remote,65340
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,20,20,2 to 9 employees,Germany,Man,20,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,21,20 to 99 employees,Germany,Man,22,Fully remote,7950
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,12,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,12,Fully remote,72600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,4,10 to 19 employees,Germany,Man,6,Fully remote,58300
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",25,20,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,7,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",114950
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,17,"1,000 to 4,999 employees",Germany,Man,20,"Hybrid (some remote, some in-person)",68900
"Employed, full-time",Some college/university study without earning a degree,38,22,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,30,20 to 99 employees,Germany,Man,NA,Fully remote,159000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,NA,"1,000 to 4,999 employees",Germany,Man,1,"Hybrid (some remote, some in-person)",NA
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,25,25,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,"1,000 to 4,999 employees",Germany,Man,NA,"Hybrid (some remote, some in-person)",4240
"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D., Ed.D., etc.)",30,30,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,NA,Fully remote,21200
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,6,500 to 999 employees,Germany,Man,6,"Hybrid (some remote, some in-person)",80560
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,3,20 to 99 employees,Germany,Man,4,"Hybrid (some remote, some in-person)",56180
"Employed, full-time;Employed, part-time","Professional degree (JD, MD, etc.)",32,29,2 to 9 employees,Germany,Man,NA,Fully remote,NA
"Employed, full-time",Some college/university study without earning a degree,37,27,"1,000 to 4,999 employees",Germany,Man,30,Fully remote,6360
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",2,2,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,16,"Hybrid (some remote, some in-person)",72600
"Employed, full-time","Professional degree (JD, MD, etc.)",30,25,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",145200
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",9,3,500 to 999 employees,Germany,Man,NA,Fully remote,4240
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",35,20,NA,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,36,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,36,"Hybrid (some remote, some in-person)",121000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",36,32,20 to 99 employees,Germany,Man,36,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,5,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,5,"Hybrid (some remote, some in-person)",102850
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,13,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,NA,Fully remote,19360
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,18,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,18,"Hybrid (some remote, some in-person)",67760
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,30,"Just me - I am a freelancer, sole proprietor, etc.",Germany,Man,NA,"Hybrid (some remote, some in-person)",84800
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,3,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,3,Fully remote,35090
"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",25,9,20 to 99 employees,United States of America,Man,9,"Hybrid (some remote, some in-person)",84000
"Employed, full-time",Something else,19,5,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,5,"Hybrid (some remote, some in-person)",72600
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41,32,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time",Some college/university study without earning a degree,10,6,20 to 99 employees,Germany,Man,6,"Hybrid (some remote, some in-person)",82680
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,2,2 to 9 employees,Germany,Man,3,Fully remote,56392
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,5,"5,000 to 9,999 employees",Germany,Man,5,Fully remote,4134
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,4,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time",Some college/university study without earning a degree,40,20,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,31,Fully remote,54450
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,2 to 9 employees,Germany,Woman,NA,"Hybrid (some remote, some in-person)",84800
